,date,country,price
9184,2003-09-30,Lithuania,17.16
9191,2003-09-30,Malaysia,3.78
9192,2003-09-30,Netherlands,0.6
9193,2003-09-30,Norway,0.09
9194,2003-09-30,New Zealand,19.12
9195,2003-09-30,Peru,-25.94
9200,2003-09-30,Serbia,31.73
9201,2003-09-30,Russia,6.36
9202,2003-09-30,Sweden,3.85
9203,2003-09-30,Singapore,-2.76
9208,2003-09-30,United States,7.15
9209,2003-09-30,Euro area,3.7
9210,2003-09-30,South Africa,12.61
9214,2003-12-31,Austria,1.04
9218,2003-12-31,Brazil,2.47
9219,2003-12-31,Canada,9.01
9220,2003-12-31,Switzerland,2.02
9221,2003-12-31,Chile,1.69
9223,2003-12-31,Colombia,-0.3
9224,2003-12-31,Cyprus,0.37
9227,2003-12-31,Denmark,4.4
9231,2003-12-31,France,10.27
9232,2003-12-31,United Kingdom,8.57
9234,2003-12-31,Hong Kong SAR,1.19
9237,2003-12-31,Indonesia,0.43
9239,2003-12-31,Israel,-3.75
9241,2003-12-31,Iceland,9.59
9242,2003-12-31,Italy,3.59
9244,2003-12-31,Korea,2.97
9245,2003-12-31,Lithuania,11.09
9252,2003-12-31,Malaysia,2.45
9253,2003-12-31,Netherlands,2.07
9254,2003-12-31,Norway,2.79
9255,2003-12-31,New Zealand,22.15
9256,2003-12-31,Peru,-12.19
9261,2003-12-31,Serbia,25.3
9262,2003-12-31,Russia,7.4
9263,2003-12-31,Sweden,4.78
9264,2003-12-31,Singapore,-2.7
9269,2003-12-31,United States,8.69
9270,2003-12-31,Euro area,4.23
9271,2003-12-31,South Africa,22.23
9274,2004-03-31,United Arab Emirates,4.26
9275,2004-03-31,Austria,-8.18
9279,2004-03-31,Brazil,7.73
9280,2004-03-31,Canada,9.42
9281,2004-03-31,Switzerland,2.12
9282,2004-03-31,Chile,3.84
9284,2004-03-31,Colombia,0.91
9285,2004-03-31,Cyprus,17.61
9287,2004-03-31,Germany,-1.26
9288,2004-03-31,Denmark,6.77
9292,2004-03-31,France,12.35
9293,2004-03-31,United Kingdom,7.69
9295,2004-03-31,Hong Kong SAR,19.53
9298,2004-03-31,Indonesia,-0.38
9300,2004-03-31,Israel,-1.72
9302,2004-03-31,Iceland,6.22
9303,2004-03-31,Italy,2.59
9305,2004-03-31,Korea,1.69
9306,2004-03-31,Lithuania,4.75
9313,2004-03-31,Malaysia,4.27
9314,2004-03-31,Netherlands,3.07
9315,2004-03-31,Norway,10.79
9316,2004-03-31,New Zealand,20.98
9317,2004-03-31,Peru,14.55
9322,2004-03-31,Serbia,12.43
9323,2004-03-31,Russia,13.33
9324,2004-03-31,Sweden,7.64
9325,2004-03-31,Singapore,-2.79
9330,2004-03-31,United States,10.36
9331,2004-03-31,Euro area,4.45
9332,2004-03-31,South Africa,27.05
9335,2004-06-30,United Arab Emirates,10.54
9336,2004-06-30,Austria,-3.01
9340,2004-06-30,Brazil,8.47
9341,2004-06-30,Canada,9.42
9342,2004-06-30,Switzerland,1.72
9343,2004-06-30,Chile,4.44
9345,2004-06-30,Colombia,2.7
9346,2004-06-30,Cyprus,20.65
9348,2004-06-30,Germany,-0.85
9349,2004-06-30,Denmark,9.03
9353,2004-06-30,France,11.92
9354,2004-06-30,United Kingdom,10.47
9356,2004-06-30,Hong Kong SAR,30.09
9359,2004-06-30,Indonesia,-2.19
9361,2004-06-30,Israel,2.6
9363,2004-06-30,Iceland,8.66
9364,2004-06-30,Italy,3.24
9366,2004-06-30,Korea,-1.07
9367,2004-06-30,Lithuania,5.06
9374,2004-06-30,Malaysia,4.44
9375,2004-06-30,Netherlands,2.71
9376,2004-06-30,Norway,9.33
9377,2004-06-30,New Zealand,18.39
9378,2004-06-30,Peru,6.47
9383,2004-06-30,Serbia,5.35
9384,2004-06-30,Russia,16.8
9385,2004-06-30,Sweden,9.27
9386,2004-06-30,Singapore,-2.7
9391,2004-06-30,United States,11.12
9392,2004-06-30,Euro area,4.13
9393,2004-06-30,South Africa,26.41
9396,2004-09-30,United Arab Emirates,17.06
9397,2004-09-30,Austria,-1.79
9398,2004-09-30,Australia,0.04
9401,2004-09-30,Brazil,5.56
9402,2004-09-30,Canada,4.84
9403,2004-09-30,Switzerland,1.39
9404,2004-09-30,Chile,3.14
9406,2004-09-30,Colombia,2.55
9407,2004-09-30,Cyprus,20.98
9409,2004-09-30,Germany,-0.8
9410,2004-09-30,Denmark,10.33
9414,2004-09-30,France,12.86
9415,2004-09-30,United Kingdom,12.41
9417,2004-09-30,Hong Kong SAR,30.11
9420,2004-09-30,Indonesia,-2.99
9422,2004-09-30,Israel,-0.18
9424,2004-09-30,Iceland,5.35
9425,2004-09-30,Italy,4.11
9427,2004-09-30,Korea,-4.38
9428,2004-09-30,Lithuania,13.83
9435,2004-09-30,Malaysia,1.01
9436,2004-09-30,Netherlands,3.78
9437,2004-09-30,Norway,9.38
9438,2004-09-30,New Zealand,13.41
9439,2004-09-30,Peru,7.77
9444,2004-09-30,Serbia,1.84
9445,2004-09-30,Russia,16.22
9446,2004-09-30,Sweden,9.21
9447,2004-09-30,Singapore,-1.87
9452,2004-09-30,United States,12.05
9453,2004-09-30,Euro area,4.6
9454,2004-09-30,South Africa,25.63
9457,2004-12-31,United Arab Emirates,18.87
9458,2004-12-31,Austria,-2.66
9459,2004-12-31,Australia,-2.18
9462,2004-12-31,Brazil,3.72
9463,2004-12-31,Canada,5.46
9464,2004-12-31,Switzerland,1.26
9465,2004-12-31,Chile,4.71
9467,2004-12-31,Colombia,6.08
9468,2004-12-31,Cyprus,22.87
9470,2004-12-31,Germany,-0.89
9471,2004-12-31,Denmark,12.62
9475,2004-12-31,France,13.64
9476,2004-12-31,United Kingdom,10.74
9478,2004-12-31,Hong Kong SAR,28.93
9481,2004-12-31,Indonesia,-2.75
9483,2004-12-31,Israel,-1.94
9485,2004-12-31,Iceland,9.34
9486,2004-12-31,Italy,5.31
9488,2004-12-31,Korea,-5.49
9489,2004-12-31,Lithuania,30.28
9496,2004-12-31,Malaysia,0.33
9497,2004-12-31,Netherlands,2.67
9498,2004-12-31,Norway,9.2
9499,2004-12-31,New Zealand,9.51
9500,2004-12-31,Peru,-1.46
9505,2004-12-31,Serbia,0.56
9506,2004-12-31,Russia,14.97
9507,2004-12-31,Sweden,9.51
9508,2004-12-31,Singapore,-0.78
9513,2004-12-31,United States,11.85
9514,2004-12-31,Euro area,4.79
9515,2004-12-31,South Africa,28.15
9518,2005-03-31,United Arab Emirates,9.52
9519,2005-03-31,Austria,5.47
9520,2005-03-31,Australia,-1.77
9523,2005-03-31,Brazil,2.2
9524,2005-03-31,Canada,7.0
9525,2005-03-31,Switzerland,0.68
9526,2005-03-31,Chile,2.14
9528,2005-03-31,Colombia,3.51
9529,2005-03-31,Cyprus,8.9
9531,2005-03-31,Germany,3.22
9532,2005-03-31,Denmark,14.14
9536,2005-03-31,France,13.55
9537,2005-03-31,United Kingdom,7.21
9539,2005-03-31,Hong Kong SAR,21.64
9542,2005-03-31,Indonesia,-3.6
9544,2005-03-31,Israel,-2.62
9546,2005-03-31,Iceland,18.89
9547,2005-03-31,Italy,6.29
9549,2005-03-31,Korea,-4.9
9550,2005-03-31,Lithuania,44.09
9557,2005-03-31,Malaysia,-0.56
9558,2005-03-31,Netherlands,2.13
9559,2005-03-31,Norway,6.18
9560,2005-03-31,New Zealand,9.53
9561,2005-03-31,Peru,-2.71
9566,2005-03-31,Serbia,-2.01
9567,2005-03-31,Russia,11.21
9568,2005-03-31,Sweden,8.05
9569,2005-03-31,Singapore,1.72
9574,2005-03-31,United States,12.91
9575,2005-03-31,Euro area,5.33
9576,2005-03-31,South Africa,30.93
9579,2005-06-30,United Arab Emirates,5.54
9580,2005-06-30,Austria,1.65
9581,2005-06-30,Australia,-0.21
9584,2005-06-30,Brazil,1.03
9585,2005-06-30,Canada,5.44
9586,2005-06-30,Switzerland,0.09
9587,2005-06-30,Chile,2.09
9589,2005-06-30,Colombia,3.47
9590,2005-06-30,Cyprus,8.08
9592,2005-06-30,Germany,1.52
9593,2005-06-30,Denmark,14.25
9597,2005-06-30,France,13.75
9598,2005-06-30,United Kingdom,3.96
9600,2005-06-30,Hong Kong SAR,21.61
9603,2005-06-30,Indonesia,-3.72
9605,2005-06-30,Israel,-1.97
9607,2005-06-30,Iceland,24.92
9608,2005-06-30,Italy,6.18
9610,2005-06-30,Korea,-3.4
9611,2005-06-30,Lithuania,46.37
9618,2005-06-30,Malaysia,0.36
9619,2005-06-30,Netherlands,2.38
9620,2005-06-30,Norway,6.87
9621,2005-06-30,New Zealand,9.98
9622,2005-06-30,Peru,-13.97
9627,2005-06-30,Serbia,-0.14
9628,2005-06-30,Russia,7.76
9629,2005-06-30,Sweden,7.2
9630,2005-06-30,Singapore,2.31
9635,2005-06-30,United States,13.04
9636,2005-06-30,Euro area,5.19
9637,2005-06-30,South Africa,26.72
9640,2005-09-30,United Arab Emirates,3.03
9641,2005-09-30,Austria,1.5
9642,2005-09-30,Australia,-0.94
9645,2005-09-30,Brazil,2.12
9646,2005-09-30,Canada,9.72
9647,2005-09-30,Switzerland,0.34
9648,2005-09-30,Chile,0.68
9650,2005-09-30,Colombia,6.55
9651,2005-09-30,Cyprus,5.99
9653,2005-09-30,Germany,2.39
9654,2005-09-30,Denmark,18.8
9658,2005-09-30,France,13.41
9659,2005-09-30,United Kingdom,1.52
9661,2005-09-30,Hong Kong SAR,18.52
9664,2005-09-30,Indonesia,-4.65
9666,2005-09-30,Israel,-1.15
9668,2005-09-30,Iceland,28.35
9669,2005-09-30,Italy,5.31
9671,2005-09-30,Korea,-0.19
9672,2005-09-30,Lithuania,40.99
9679,2005-09-30,Malaysia,-0.7
9680,2005-09-30,Netherlands,1.98
9681,2005-09-30,Norway,7.37
9682,2005-09-30,New Zealand,10.13
9683,2005-09-30,Peru,-10.64
9688,2005-09-30,Serbia,5.38
9689,2005-09-30,Russia,8.05
9690,2005-09-30,Sweden,8.66
9691,2005-09-30,Singapore,2.75
9696,2005-09-30,United States,11.91
9697,2005-09-30,Euro area,4.83
9698,2005-09-30,South Africa,18.82
9701,2005-12-31,United Arab Emirates,-1.33
9702,2005-12-31,Austria,2.09
9703,2005-12-31,Australia,-0.44
9706,2005-12-31,Brazil,2.42
9707,2005-12-31,Canada,7.87
9708,2005-12-31,Switzerland,0.73
9709,2005-12-31,Chile,-2.35
9711,2005-12-31,Colombia,-0.48
9712,2005-12-31,Cyprus,3.65
9714,2005-12-31,Germany,0.97
9715,2005-12-31,Denmark,23.64
9719,2005-12-31,France,13.03
9720,2005-12-31,United Kingdom,1.2
9722,2005-12-31,Hong Kong SAR,6.75
9725,2005-12-31,Indonesia,-10.94
9727,2005-12-31,Israel,1.41
9729,2005-12-31,Iceland,26.35
9730,2005-12-31,Italy,4.51
9732,2005-12-31,Korea,0.95
9733,2005-12-31,Lithuania,59.58
9740,2005-12-31,Malaysia,-0.65
9741,2005-12-31,Netherlands,2.16
9742,2005-12-31,Norway,6.04
9743,2005-12-31,New Zealand,11.01
9744,2005-12-31,Peru,4.15
9749,2005-12-31,Serbia,1.61
9750,2005-12-31,Russia,11.07
9751,2005-12-31,Sweden,10.07
9752,2005-12-31,Singapore,2.81
9757,2005-12-31,United States,11.16
9758,2005-12-31,Euro area,4.72
9759,2005-12-31,South Africa,11.2
9762,2006-03-31,United Arab Emirates,2.8
9763,2006-03-31,Austria,3.43
9764,2006-03-31,Australia,0.68
9765,2006-03-31,Belgium,7.67
9766,2006-03-31,Bulgaria,6.53
9767,2006-03-31,Brazil,3.66
9768,2006-03-31,Canada,8.73
9769,2006-03-31,Switzerland,1.13
9770,2006-03-31,Chile,-4.01
9772,2006-03-31,Colombia,8.06
9773,2006-03-31,Cyprus,8.1
9775,2006-03-31,Germany,-3.36
9776,2006-03-31,Denmark,26.76
9777,2006-03-31,Estonia,45.87
9779,2006-03-31,Finland,6.77
9780,2006-03-31,France,12.27
9781,2006-03-31,United Kingdom,4.29
9783,2006-03-31,Hong Kong SAR,0.17
9786,2006-03-31,Indonesia,-9.16
9787,2006-03-31,Ireland,8.96
9788,2006-03-31,Israel,1.85
9790,2006-03-31,Iceland,19.44
9791,2006-03-31,Italy,3.67
9793,2006-03-31,Korea,2.7
9794,2006-03-31,Lithuania,36.72
9798,2006-03-31,"Macedonia, FYR",-1.14
9799,2006-03-31,Malta,7.34
9800,2006-03-31,Mexico,3.95
9801,2006-03-31,Malaysia,-1.34
9802,2006-03-31,Netherlands,2.99
9803,2006-03-31,Norway,7.87
9804,2006-03-31,New Zealand,8.65
9805,2006-03-31,Peru,-4.79
9810,2006-03-31,Serbia,-5.75
9811,2006-03-31,Russia,18.4
9812,2006-03-31,Sweden,13.26
9813,2006-03-31,Singapore,3.36
9818,2006-03-31,United States,8.54
9819,2006-03-31,Euro area,4.65
9820,2006-03-31,South Africa,6.95
9823,2006-06-30,United Arab Emirates,4.17
9824,2006-06-30,Austria,2.68
9825,2006-06-30,Australia,2.55
9826,2006-06-30,Belgium,8.42
9827,2006-06-30,Bulgaria,3.6
9828,2006-06-30,Brazil,6.01
9829,2006-06-30,Canada,10.94
9830,2006-06-30,Switzerland,0.8
9831,2006-06-30,Chile,-4.49
9832,2006-06-30,China,3.43
9833,2006-06-30,Colombia,5.75
9834,2006-06-30,Cyprus,11.11
9836,2006-06-30,Germany,-0.77
9837,2006-06-30,Denmark,27.85
9838,2006-06-30,Estonia,42.3
9840,2006-06-30,Finland,5.04
9841,2006-06-30,France,10.86
9842,2006-06-30,United Kingdom,4.82
9844,2006-06-30,Hong Kong SAR,-3.36
9847,2006-06-30,Indonesia,-8.71
9848,2006-06-30,Ireland,11.69
9849,2006-06-30,Israel,-2.25
9851,2006-06-30,Iceland,9.45
9852,2006-06-30,Italy,3.68
9854,2006-06-30,Korea,3.29
9855,2006-06-30,Lithuania,42.73
9859,2006-06-30,"Macedonia, FYR",-6.66
9860,2006-06-30,Malta,18.28
9861,2006-06-30,Mexico,3.96
9862,2006-06-30,Malaysia,-2.65
9863,2006-06-30,Netherlands,2.87
9864,2006-06-30,Norway,9.94
9865,2006-06-30,New Zealand,6.19
9866,2006-06-30,Peru,2.4
9871,2006-06-30,Serbia,-10.1
9872,2006-06-30,Russia,27.77
9873,2006-06-30,Sweden,11.9
9874,2006-06-30,Singapore,4.84
9879,2006-06-30,United States,3.71
9880,2006-06-30,Euro area,4.3
9881,2006-06-30,South Africa,7.63
9884,2006-09-30,United Arab Emirates,10.56
9885,2006-09-30,Austria,3.41
9886,2006-09-30,Australia,4.6
9887,2006-09-30,Belgium,8.27
9888,2006-09-30,Bulgaria,6.86
9889,2006-09-30,Brazil,7.92
9890,2006-09-30,Canada,13.01
9891,2006-09-30,Switzerland,0.23
9892,2006-09-30,Chile,-3.27
9893,2006-09-30,China,3.61
9894,2006-09-30,Colombia,9.6
9895,2006-09-30,Cyprus,11.79
9897,2006-09-30,Germany,-0.6
9898,2006-09-30,Denmark,21.21
9899,2006-09-30,Estonia,44.22
9901,2006-09-30,Finland,4.03
9902,2006-09-30,France,9.09
9903,2006-09-30,United Kingdom,5.35
9905,2006-09-30,Hong Kong SAR,-2.92
9908,2006-09-30,Indonesia,-8.23
9909,2006-09-30,Ireland,12.45
9910,2006-09-30,Israel,-2.32
9912,2006-09-30,Iceland,3.08
9913,2006-09-30,Italy,3.6
9915,2006-09-30,Korea,2.3
9916,2006-09-30,Lithuania,44.34
9920,2006-09-30,"Macedonia, FYR",-1.89
9921,2006-09-30,Malta,12.96
9922,2006-09-30,Mexico,2.06
9923,2006-09-30,Malaysia,-1.44
9924,2006-09-30,Netherlands,2.83
9925,2006-09-30,Norway,12.66
9926,2006-09-30,New Zealand,6.16
9927,2006-09-30,Peru,-5.66
9932,2006-09-30,Serbia,-9.15
9933,2006-09-30,Russia,40.78
9934,2006-09-30,Sweden,10.49
9935,2006-09-30,Singapore,6.78
9940,2006-09-30,United States,0.13
9941,2006-09-30,Euro area,4.18
9942,2006-09-30,South Africa,7.85
9945,2006-12-31,United Arab Emirates,9.74
9946,2006-12-31,Austria,0.95
9947,2006-12-31,Australia,5.06
9948,2006-12-31,Belgium,7.02
9949,2006-12-31,Bulgaria,10.68
9950,2006-12-31,Brazil,10.19
9951,2006-12-31,Canada,12.63
9952,2006-12-31,Switzerland,1.37
9953,2006-12-31,Chile,-3.41
9954,2006-12-31,China,2.92
9955,2006-12-31,Colombia,10.53
9956,2006-12-31,Cyprus,17.98
9958,2006-12-31,Germany,-0.8
9959,2006-12-31,Denmark,12.77
9960,2006-12-31,Estonia,40.87
9961,2006-12-31,Spain,11.69
9962,2006-12-31,Finland,3.35
9963,2006-12-31,France,8.38
9964,2006-12-31,United Kingdom,6.91
9966,2006-12-31,Hong Kong SAR,1.36
9969,2006-12-31,Indonesia,-1.88
9970,2006-12-31,Ireland,9.39
9971,2006-12-31,Israel,-3.69
9973,2006-12-31,Iceland,0.63
9974,2006-12-31,Italy,3.72
9976,2006-12-31,Korea,7.01
9977,2006-12-31,Lithuania,24.22
9981,2006-12-31,"Macedonia, FYR",-6.91
9982,2006-12-31,Malta,27.82
9983,2006-12-31,Mexico,1.84
9984,2006-12-31,Malaysia,1.58
9985,2006-12-31,Netherlands,3.58
9986,2006-12-31,Norway,13.82
9987,2006-12-31,New Zealand,6.75
9988,2006-12-31,Peru,-7.73
9993,2006-12-31,Serbia,-6.26
9994,2006-12-31,Russia,51.45
9995,2006-12-31,Sweden,8.33
9996,2006-12-31,Singapore,9.53
10001,2006-12-31,United States,-1.62
10002,2006-12-31,Euro area,4.19
10003,2006-12-31,South Africa,7.66
10006,2007-03-31,United Arab Emirates,10.71
10007,2007-03-31,Austria,2.39
10008,2007-03-31,Australia,5.72
10009,2007-03-31,Belgium,7.15
10010,2007-03-31,Bulgaria,16.5
10011,2007-03-31,Brazil,11.84
10012,2007-03-31,Canada,10.37
10013,2007-03-31,Switzerland,2.33
10014,2007-03-31,Chile,4.91
10015,2007-03-31,China,2.5
10016,2007-03-31,Colombia,11.35
10017,2007-03-31,Cyprus,19.76
10019,2007-03-31,Germany,-1.09
10020,2007-03-31,Denmark,5.42
10021,2007-03-31,Estonia,27.71
10022,2007-03-31,Spain,10.45
10023,2007-03-31,Finland,3.84
10024,2007-03-31,France,6.89
10025,2007-03-31,United Kingdom,7.48
10026,2007-03-31,Greece,5.84
10027,2007-03-31,Hong Kong SAR,3.81
10030,2007-03-31,Indonesia,-4.28
10031,2007-03-31,Ireland,8.92
10032,2007-03-31,Israel,-4.68
10034,2007-03-31,Iceland,-0.56
10035,2007-03-31,Italy,4.06
10037,2007-03-31,Korea,9.76
10038,2007-03-31,Lithuania,23.15
10040,2007-03-31,Latvia,39.0
10041,2007-03-31,Morocco,-3.94
10042,2007-03-31,"Macedonia, FYR",-1.38
10043,2007-03-31,Malta,28.56
10044,2007-03-31,Mexico,2.64
10045,2007-03-31,Malaysia,2.15
10046,2007-03-31,Netherlands,3.13
10047,2007-03-31,Norway,15.31
10048,2007-03-31,New Zealand,8.57
10049,2007-03-31,Peru,-10.49
10054,2007-03-31,Serbia,-4.78
10055,2007-03-31,Russia,51.3
10056,2007-03-31,Sweden,8.26
10057,2007-03-31,Singapore,13.9
10059,2007-03-31,Slovak Republic,18.54
10062,2007-03-31,United States,-4.73
10063,2007-03-31,Euro area,3.37
10064,2007-03-31,South Africa,5.33
10067,2007-06-30,United Arab Emirates,13.27
10068,2007-06-30,Austria,3.39
10069,2007-06-30,Australia,6.98
10070,2007-06-30,Belgium,6.69
10071,2007-06-30,Bulgaria,21.38
10072,2007-06-30,Brazil,12.91
10073,2007-06-30,Canada,8.96
10074,2007-06-30,Switzerland,1.65
10075,2007-06-30,Chile,5.35
10076,2007-06-30,China,2.2
10077,2007-06-30,Colombia,13.01
10078,2007-06-30,Cyprus,21.7
10080,2007-06-30,Germany,-2.77
10081,2007-06-30,Denmark,1.09
10082,2007-06-30,Estonia,22.93
10083,2007-06-30,Spain,8.98
10084,2007-06-30,Finland,3.44
10085,2007-06-30,France,5.38
10086,2007-06-30,United Kingdom,7.94
10087,2007-06-30,Greece,4.09
10088,2007-06-30,Hong Kong SAR,6.12
10091,2007-06-30,Indonesia,-3.66
10092,2007-06-30,Ireland,3.14
10093,2007-06-30,Israel,-1.84
10095,2007-06-30,Iceland,2.87
10096,2007-06-30,Italy,3.39
10098,2007-06-30,Korea,7.28
10099,2007-06-30,Lithuania,26.46
10101,2007-06-30,Latvia,28.61
10102,2007-06-30,Morocco,0.98
10103,2007-06-30,"Macedonia, FYR",2.47
10104,2007-06-30,Malta,22.46
10105,2007-06-30,Mexico,4.25
10106,2007-06-30,Malaysia,2.88
10107,2007-06-30,Netherlands,2.46
10108,2007-06-30,Norway,14.85
10109,2007-06-30,New Zealand,11.21
10110,2007-06-30,Peru,-0.87
10115,2007-06-30,Serbia,-3.2
10116,2007-06-30,Russia,42.36
10117,2007-06-30,Sweden,11.81
10118,2007-06-30,Singapore,19.6
10120,2007-06-30,Slovak Republic,22.39
10123,2007-06-30,United States,-7.44
10124,2007-06-30,Euro area,2.7
10125,2007-06-30,South Africa,3.09
10128,2007-09-30,United Arab Emirates,13.21
10129,2007-09-30,Austria,3.28
10130,2007-09-30,Australia,9.08
10131,2007-09-30,Belgium,5.78
10132,2007-09-30,Bulgaria,17.47
10133,2007-09-30,Brazil,13.53
10134,2007-09-30,Canada,8.02
10135,2007-09-30,Switzerland,1.49
10136,2007-09-30,Chile,1.41
10137,2007-09-30,China,0.83
10138,2007-09-30,Colombia,8.97
10139,2007-09-30,Cyprus,22.27
10141,2007-09-30,Germany,-3.23
10142,2007-09-30,Denmark,-0.26
10143,2007-09-30,Estonia,10.77
10144,2007-09-30,Spain,6.7
10145,2007-09-30,Finland,3.16
10146,2007-09-30,France,4.36
10147,2007-09-30,United Kingdom,8.39
10148,2007-09-30,Greece,3.43
10149,2007-09-30,Hong Kong SAR,10.42
10152,2007-09-30,Indonesia,-4.35
10153,2007-09-30,Ireland,-1.86
10154,2007-09-30,Israel,-0.61
10156,2007-09-30,Iceland,8.45
10157,2007-09-30,Italy,2.9
10159,2007-09-30,Korea,6.78
10160,2007-09-30,Lithuania,21.16
10162,2007-09-30,Latvia,23.75
10163,2007-09-30,Morocco,2.96
10164,2007-09-30,"Macedonia, FYR",-3.31
10165,2007-09-30,Malta,18.95
10166,2007-09-30,Mexico,3.78
10167,2007-09-30,Malaysia,3.5
10168,2007-09-30,Netherlands,3.79
10169,2007-09-30,Norway,11.27
10170,2007-09-30,New Zealand,9.39
10171,2007-09-30,Peru,9.43
10176,2007-09-30,Serbia,-4.78
10177,2007-09-30,Russia,27.95
10178,2007-09-30,Sweden,12.7
10179,2007-09-30,Singapore,23.79
10181,2007-09-30,Slovak Republic,29.41
10184,2007-09-30,United States,-9.41
10185,2007-09-30,Euro area,2.49
10186,2007-09-30,South Africa,5.28
10189,2007-12-31,United Arab Emirates,22.82
10190,2007-12-31,Austria,0.86
10191,2007-12-31,Australia,10.1
10192,2007-12-31,Belgium,3.93
10193,2007-12-31,Bulgaria,19.7
10194,2007-12-31,Brazil,14.58
10195,2007-12-31,Canada,7.39
10196,2007-12-31,Switzerland,0.67
10197,2007-12-31,Chile,-1.17
10198,2007-12-31,China,2.17
10199,2007-12-31,Colombia,11.88
10200,2007-12-31,Cyprus,17.96
10202,2007-12-31,Germany,-2.8
10203,2007-12-31,Denmark,-2.1
10204,2007-12-31,Estonia,-3.56
10205,2007-12-31,Spain,1.68
10206,2007-12-31,Finland,1.32
10207,2007-12-31,France,3.12
10208,2007-12-31,United Kingdom,5.94
10209,2007-12-31,Greece,-1.17
10210,2007-12-31,Hong Kong SAR,17.26
10213,2007-12-31,Indonesia,-4.67
10214,2007-12-31,Ireland,-4.18
10215,2007-12-31,Israel,-1.01
10217,2007-12-31,Iceland,9.44
10218,2007-12-31,Italy,2.03
10220,2007-12-31,Korea,1.83
10221,2007-12-31,Lithuania,9.13
10223,2007-12-31,Latvia,8.35
10224,2007-12-31,Morocco,8.35
10225,2007-12-31,"Macedonia, FYR",5.93
10226,2007-12-31,Malta,10.02
10227,2007-12-31,Mexico,3.35
10228,2007-12-31,Malaysia,0.66
10229,2007-12-31,Netherlands,3.33
10230,2007-12-31,Norway,6.13
10231,2007-12-31,New Zealand,4.33
10232,2007-12-31,Peru,12.71
10237,2007-12-31,Serbia,-3.99
10238,2007-12-31,Russia,15.74
10239,2007-12-31,Sweden,7.54
10240,2007-12-31,Singapore,25.81
10242,2007-12-31,Slovak Republic,30.81
10245,2007-12-31,United States,-13.53
10246,2007-12-31,Euro area,0.91
10247,2007-12-31,South Africa,4.78
10250,2008-03-31,United Arab Emirates,22.97
10251,2008-03-31,Austria,-1.53
10252,2008-03-31,Australia,8.17
10253,2008-03-31,Belgium,1.46
10254,2008-03-31,Bulgaria,16.14
10255,2008-03-31,Brazil,15.45
10256,2008-03-31,Canada,7.12
10257,2008-03-31,Switzerland,-0.78
10258,2008-03-31,Chile,-8.06
10259,2008-03-31,China,1.26
10260,2008-03-31,Colombia,10.78
10261,2008-03-31,Cyprus,19.61
10263,2008-03-31,Germany,-0.06
10264,2008-03-31,Denmark,-4.57
10265,2008-03-31,Estonia,-11.07
10266,2008-03-31,Spain,-1.47
10267,2008-03-31,Finland,-0.49
10268,2008-03-31,France,1.09
10269,2008-03-31,United Kingdom,1.34
10270,2008-03-31,Greece,-1.31
10271,2008-03-31,Hong Kong SAR,23.83
10273,2008-03-31,Hungary,-0.95
10274,2008-03-31,Indonesia,-5.01
10275,2008-03-31,Ireland,-7.86
10276,2008-03-31,Israel,0.9
10278,2008-03-31,Iceland,6.37
10279,2008-03-31,Italy,0.66
10281,2008-03-31,Korea,-1.07
10282,2008-03-31,Lithuania,5.53
10283,2008-03-31,Luxembourg,0.42
10284,2008-03-31,Latvia,0.24
10285,2008-03-31,Morocco,0.97
10286,2008-03-31,"Macedonia, FYR",3.17
10287,2008-03-31,Malta,12.52
10288,2008-03-31,Mexico,1.3
10289,2008-03-31,Malaysia,1.72
10290,2008-03-31,Netherlands,1.7
10291,2008-03-31,Norway,0.11
10292,2008-03-31,New Zealand,-0.61
10293,2008-03-31,Peru,11.13
10298,2008-03-31,Serbia,0.95
10299,2008-03-31,Russia,10.53
10300,2008-03-31,Sweden,3.75
10301,2008-03-31,Singapore,21.74
10302,2008-03-31,Slovenia,4.94
10303,2008-03-31,Slovak Republic,28.21
10306,2008-03-31,United States,-16.33
10307,2008-03-31,Euro area,0.34
10308,2008-03-31,South Africa,0.64
10311,2008-06-30,United Arab Emirates,23.44
10312,2008-06-30,Austria,-4.42
10313,2008-06-30,Australia,2.46
10314,2008-06-30,Belgium,-0.28
10315,2008-06-30,Bulgaria,15.0
10316,2008-06-30,Brazil,15.62
10317,2008-06-30,Canada,3.64
10318,2008-06-30,Switzerland,0.79
10319,2008-06-30,Chile,-7.43
10320,2008-06-30,China,0.08
10321,2008-06-30,Colombia,10.22
10322,2008-06-30,Cyprus,13.77
10324,2008-06-30,Germany,0.84
10325,2008-06-30,Denmark,-5.94
10326,2008-06-30,Estonia,-19.18
10327,2008-06-30,Spain,-4.66
10328,2008-06-30,Finland,-1.28
10329,2008-06-30,France,-0.68
10330,2008-06-30,United Kingdom,-4.01
10331,2008-06-30,Greece,-2.88
10332,2008-06-30,Hong Kong SAR,18.8
10334,2008-06-30,Hungary,-1.89
10335,2008-06-30,Indonesia,-7.5
10336,2008-06-30,Ireland,-10.31
10337,2008-06-30,Israel,1.4
10339,2008-06-30,Iceland,-4.52
10340,2008-06-30,Italy,0.01
10342,2008-06-30,Korea,-0.43
10343,2008-06-30,Lithuania,3.57
10344,2008-06-30,Luxembourg,2.0
10345,2008-06-30,Latvia,-5.47
